Cluster_1_Reward,Cluster_2_Reward,Cluster_3_Reward,Cluster_4_Reward,Cluster_5_Reward,Cluster_6_Reward,Cluster_7_Reward,Cluster_8_Reward,Cluster_9_Reward,Cluster_10_Reward,Cluster_11_Reward,Cluster_12_Reward
0.0006942148760330584,0.5088903581267216,0.00016528925619834712,0.0031129476584022065,0.0018181818181818184,0.09449586776859495,0.0007685950413223141,0.6419283746556484,0.040154269972451785,0.03506611570247934,0.00016528925619834712,0.00033057851239669424
0.008716253443526173,0.12148760330578519,0.00033057851239669424,0.00026446280991735554,0.0009917355371900827,0.23698622589531707,0.0010743801652892562,0.6489476584022051,0.03705234159779615,0.027603305785123947,0.00024793388429752067,0.0
0.00023140495867768617,0.5552793388429755,0.0,0.0031129476584022065,0.005647382920110193,0.05371900826446285,0.012286501377410474,0.5605665748393031,0.05545454545454548,0.030495867768595045,0.002203856749311295,0.07811662075298442
0.0006942148760330584,0.0023834710743801655,0.0003388429752066117,0.0,0.03033608815426995,0.3590495867768592,0.00017355371900826448,0.591757575757577,0.0073553719008264415,0.0022865013774104686,0.004325068870523416,0.0032782369146005536
0.31136565656565673,0.013321212121212128,0.0,9.090909090909092e-05,0.016060606060606063,0.10281818181818181,0.01027272727272728,0.5384040404040417,0.05069696969696966,0.16542424242424253,0.00018181818181818192,9.0909090909091e-05
0.0,0.021752066115702493,0.0,0.00033057851239669424,0.055727272727272764,0.3727933884297516,0.0024600550964187333,0.5568154269972472,0.0012396694214876034,0.00278236914600551,8.264462809917356e-05,0.0
0.00023140495867768614,0.011955922865013777,8.264462809917361e-05,0.0,0.04759504132231406,0.3925454545454539,0.006809917355371898,0.5345867768595046,0.006611570247933882,0.0010991735537190085,0.006225895316804412,9.090909090909092e-05
0.0,0.028925619834710748,0.00016528925619834712,8.264462809917356e-05,0.02220385674931128,0.30870523415977913,0.001487603305785124,0.6125068870523422,0.03506887052341596,0.006749311294765836,0.0024517906336088157,0.00024793388429752067
0.00023140495867768614,0.01380716253443526,0.002203856749311295,0.00033057851239669424,0.028016528925619812,0.3889201101928372,0.0010826446280991738,0.5517520661157037,0.015619834710743798,0.0010743801652892565,0.00042148760330578517,0.005564738292011021
0.008484848484848486,0.10099283746556484,0.05452708907254362,0.002203856749311295,0.006363636363636361,0.07301652892561987,0.008732782369146003,0.6503250688705244,0.14291919191919214,0.016586776859504125,0.006225895316804412,0.0
0.0005345454545454546,0.32769898989899005,0.0777777777777778,0.0024242424242424255,0.0012090909090909094,0.08512727272727266,0.0007272727272727274,0.49000202020202016,0.21541212121212133,0.00647878787878788,0.003433333333333336,0.000181818181818182
0.1526758494031222,0.05800550964187328,0.00017355371900826448,0.0031129476584022065,0.01154269972451791,0.29979614325068826,0.02303856749311294,0.5574536271809006,0.025096418732782354,0.0044600550964187325,8.264462809917356e-05,0.0
0.00046280991735537234,0.004859504132231404,8.264462809917361e-05,0.002203856749311295,0.03757024793388428,0.3607052341597792,0.0009917355371900827,0.5864380165289271,0.0014049586776859505,0.0009338842975206614,0.0,0.007768595041322315
0.012341597796143262,0.49088705234159735,0.0021212121212121214,0.00024793388429752067,0.0041873278236914625,0.07398071625344348,0.0009917355371900827,0.6459504132231413,0.06284573002754826,0.029867768595041307,8.264462809917356e-05,0.0
0.00025454545454545456,0.4154747474747476,0.004545454545454547,0.000272727272727273,0.012121212121212125,0.10278787878787876,0.007272727272727269,0.5377373737373747,0.1293434343434344,0.002818181818181818,0.054535353535353534,9.0909090909091e-05
0.0,0.08793388429752075,0.0,0.000578512396694215,8.264462809917356e-05,0.04826446280991735,0.009586776859504138,0.6592286501377417,0.22225895316804428,0.02834710743801651,0.0002479338842975207,0.0
0.00046280991735537234,0.01696969696969698,0.0022865013774104686,0.0021212121212121214,0.026247933884297504,0.6110192837465572,0.004738292011019284,0.32969421487603195,0.0015702479338842977,0.008823691460055093,0.0021212121212121214,0.005151515151515154
0.0,0.009641873278236917,0.002203856749311295,8.264462809917356e-05,0.05012947658402207,0.3938264462809912,0.0008264462809917357,0.5470000000000013,0.0011652892561983474,0.0013223140495867772,0.0,0.0
0.1526758494031222,0.1325796143250689,0.00319559228650138,0.0021212121212121214,0.006308539944903582,0.093754820936639,0.0,0.6456584022038578,0.14481175390266313,0.002107438016528926,8.264462809917356e-05,8.264462809917356e-05
0.0007173553719008268,0.01288154269972452,0.0021212121212121214,0.0,0.028063360881542678,0.4132809917355367,0.0007438016528925619,0.549768595041324,0.0003305785123966943,0.0006611570247933886,0.0,0.00017355371900826456
0.0006942148760330584,0.5640110192837466,0.00319559228650138,0.07803397612488525,0.008619834710743799,0.08541873278236906,0.0026418732782369147,0.5596877869605149,0.0438732782369146,0.014561983471074376,8.264462809917356e-05,0.002203856749311295
0.00023140495867768617,0.04406721763085399,0.004415977961432507,8.264462809917356e-05,0.011988980716253449,0.3169035812672172,0.055981634527089076,0.5533351698806249,0.019096418732782366,0.014853994490358133,0.004407713498622589,0.0031129476584022065
0.008739393939393941,0.0456099173553719,0.00024793388429752067,8.264462809917361e-05,0.007300275482093667,0.1122534435261707,0.0041212121212121245,0.6390358126721771,0.1790716253443528,0.038476584022038574,0.0,0.0
0.00046280991735537234,0.041591184573002746,0.0021212121212121214,0.0053250688705234195,0.005104683195592288,0.09896694214876023,0.004303030303030305,0.6454269972451802,0.21346831955922874,0.010008264462809916,0.00025619834710743813,0.0
0.00023140495867768617,0.029990082644628106,0.00033057851239669424,0.002203856749311295,0.007528925619834707,0.31222038567493077,0.0004958677685950413,0.6054545454545457,0.0342534435261708,0.023358126721763073,8.264462809917356e-05,0.0032782369146005536
0.0,0.007636363636363637,0.00033057851239669424,0.0023774104683195597,0.05435261707988982,0.5928898071625351,0.060981634527089094,0.27042056932965985,0.002066115702479339,0.0086198347107438,0.002203856749311295,0.003030303030303033
0.008484848484848486,0.09774545454545461,8.264462809917361e-05,0.00041322314049586787,0.0011570247933884298,0.26369146005509647,0.01578512396694215,0.6511239669421498,0.015179063360881538,0.014049586776859501,0.00024793388429752067,0.00033057851239669424
