Key,Category,Score for reward function 0,Score for reward function 1,Score for reward function 2,Score for reward function 3,Score for reward function 4,Score for reward function 5,Score for reward function 6,Score for reward function 7,Score for reward function 8,Score for reward function 9,Score for reward function 10,Score for reward function 11,Score for reward function 12,Score for reward function 13,Score for reward function 14,Score for reward function 15,Score for reward function 16,Score for reward function 17,Score for reward function 18,Score for reward function 19,Score for reward function 20,Score for reward function 21,Score for reward function 22,Score for reward function 23,Score for reward function 24,Score for reward function 25,Score for reward function 26,Score for reward function 27,Score for reward function 28,Score for reward function 29,Score for reward function 30,Score for reward function 31,Score for reward function 32,Score for reward function 33,Score for reward function 34,Score for reward function 35,Score for reward function 36,Score for reward function 37,Score for reward function 38,Score for reward function 39,Score for reward function 40,Score for reward function 41,Score for reward function 42,Score for reward function 43,Score for reward function 44,Score for reward function 45,Score for reward function 46,Score for reward function 47,Score for reward function 48,Score for reward function 49,Score for reward function 50,Score for reward function 51,Score for reward function 52,Score for reward function 53,Score for reward function 54,Score for reward function 55,Score for reward function 56,Score for reward function 57,Score for reward function 58,Score for reward function 59,Score for reward function 60,Score for reward function 61,Score for reward function 62,Score for reward function 63,Score for reward function 64,Score for reward function 65,Score for reward function 66,Score for reward function 67,Score for reward function 68,Score for reward function 69,Score for reward function 70,Score for reward function 71,Score for reward function 72,Score for reward function 73,Score for reward function 74,Score for reward function 75,Score for reward function 76,Score for reward function 77,Score for reward function 78,Score for reward function 79,Score for reward function 80,Score for reward function 81,Score for reward function 82,Score for reward function 83,Score for reward function 84,Score for reward function 85,Score for reward function 86,Score for reward function 87,Score for reward function 88,Score for reward function 89,Score for reward function 90,Score for reward function 91,Score for reward function 92,Score for reward function 93,Score for reward function 94,Score for reward function 95,Score for reward function 96,Score for reward function 97,Score for reward function 98,Score for reward function 99,Score for reward function 100,Score for reward function 101,Score for reward function 102,Score for reward function 103,Score for reward function 104,Score for reward function 105,Score for reward function 106,Score for reward function 107,Score for reward function 108,Score for reward function 109,Score for reward function 110,Score for reward function 111,Score for reward function 112,Score for reward function 113,Score for reward function 114,Score for reward function 115,Score for reward function 116,Score for reward function 117,Score for reward function 118,Score for reward function 119,Score for reward function 120,Score for reward function 121,Score for reward function 122,Score for reward function 123,Score for reward function 124,Score for reward function 125,Score for reward function 126,Score for reward function 127,Score for reward function 128,Score for reward function 129,Score for reward function 130,Score for reward function 131,Score for reward function 132,Score for reward function 133,Score for reward function 134,Score for reward function 135,Score for reward function 136,Score for reward function 137,Score for reward function 138,Score for reward function 139,Score for reward function 140,Score for reward function 141,Score for reward function 142,Score for reward function 143,Score for reward function 144,Score for reward function 145,Score for reward function 146,Score for reward function 147,Score for reward function 148,Score for reward function 149,Score for reward function 150,Score for reward function 151,Score for reward function 152,Score for reward function 153,Score for reward function 154,Score for reward function 155,Score for reward function 156,Score for reward function 157,Score for reward function 158,Score for reward function 159,Score for reward function 160,Score for reward function 161,Score for reward function 162,Score for reward function 163,Score for reward function 164,Score for reward function 165,Score for reward function 166,Score for reward function 167,Score for reward function 168,Score for reward function 169,Score for reward function 170,Score for reward function 171,Score for reward function 172,Score for reward function 173,Score for reward function 174,Score for reward function 175,Score for reward function 176,Score for reward function 177,Score for reward function 178,Score for reward function 179,Score for reward function 180,Score for reward function 181,Score for reward function 182,Score for reward function 183,Score for reward function 184,Score for reward function 185,Score for reward function 186,Score for reward function 187,Score for reward function 188,Score for reward function 189,Score for reward function 190,Score for reward function 191,Score for reward function 192,Score for reward function 193,Score for reward function 194,Score for reward function 195,Score for reward function 196,Score for reward function 197,Score for reward function 198,Score for reward function 199,Score for reward function 200,Score for reward function 201,Score for reward function 202,Score for reward function 203,Score for reward function 204,Score for reward function 205,Score for reward function 206,Score for reward function 207,Score for reward function 208,Score for reward function 209,Score for reward function 210,Score for reward function 211,Score for reward function 212,Score for reward function 213,Score for reward function 214,Score for reward function 215,Score for reward function 216,Score for reward function 217,Score for reward function 218,Score for reward function 219,Score for reward function 220,Score for reward function 221,Score for reward function 222,Score for reward function 223,Score for reward function 224,Score for reward function 225,Score for reward function 226,Score for reward function 227,Score for reward function 228,Score for reward function 229,Score for reward function 230,Score for reward function 231,Score for reward function 232,Score for reward function 233,Score for reward function 234,Score for reward function 235,Score for reward function 236,Score for reward function 237,Score for reward function 238,Score for reward function 239,Score for reward function 240,Score for reward function 241,Score for reward function 242,Score for reward function 243,Score for reward function 244,Score for reward function 245,Score for reward function 246,Score for reward function 247,Score for reward function 248,Score for reward function 249,Score for reward function 250,Score for reward function 251,Score for reward function 252,Score for reward function 253,Score for reward function 254,Score for reward function 255,Score for reward function 256,Score for reward function 257,Score for reward function 258,Score for reward function 259,Score for reward function 260,Score for reward function 261,Score for reward function 262,Score for reward function 263,Score for reward function 264,Score for reward function 265,Score for reward function 266,Score for reward function 267,Score for reward function 268,Score for reward function 269,Score for reward function 270,Score for reward function 271,Score for reward function 272,Score for reward function 273,Score for reward function 274,Score for reward function 275,Score for reward function 276,Score for reward function 277,Score for reward function 278,Score for reward function 279,Score for reward function 280,Score for reward function 281,Score for reward function 282,Score for reward function 283,Score for reward function 284
Enrollment gestational age (0-10),Enrollment gestational age,332.09,313.49,302.93,302.33,320.29,329.22,313.49,330.82,301.38,313.49,293.16,329.22,316.62,305.22,320.91,329.22,315.24,313.49,305.22,313.49,332.09,325.73,313.49,329.22,299.24,313.49,312.91,329.22,303.16,330.82,305.22,320.91,299.64,324.89,332.09,320.73,305.22,315.64,313.49,301.96,313.49,313.49,325.24,329.22,313.18,320.29,329.22,299.38,305.22,305.22,331.36,329.22,332.09,305.22,329.22,313.49,299.87,313.49,305.22,301.76,313.49,329.22,313.49,310.09,315.24,329.22,317.56,321.02,313.49,333.11,332.09,329.73,305.22,313.49,305.22,315.24,330.82,305.22,329.22,313.49,306.11,305.22,320.91,313.49,302.2,313.49,310.27,309.42,313.49,313.49,329.22,305.49,305.13,329.22,326.89,329.22,329.22,332.09,313.49,313.49,313.93,316.93,323.02,326.02,332.09,315.24,317.78,329.22,305.22,299.87,313.49,300.58,305.22,304.44,323.49,310.2,321.09,297.36,329.22,332.09,305.22,325.29,329.22,305.22,321.11,299.87,313.49,305.22,305.22,329.22,305.22,317.73,332.09,329.22,305.22,313.49,313.49,308.29,305.22,313.49,313.49,325.82,329.22,317.56,321.11,305.22,323.49,313.49,332.44,305.22,332.09,313.49,305.22,294.31,305.22,305.22,299.53,313.49,313.49,329.22,313.49,330.82,301.98,301.67,305.22,306.11,299.87,332.09,339.24,301.56,305.22,302.44,305.22,305.22,305.22,305.22,304.2,313.49,313.11,326.18,314.11,313.49,313.49,329.22,305.22,305.22,299.87,315.24,294.31,329.22,305.22,300.6,295.71,301.56,313.49,306.2,336.51,305.22,293.16,313.49,329.22,302.33,305.22,305.22,305.22,305.22,305.13,313.49,305.22,305.22,330.82,312.31,299.24,313.49,305.22,306.71,329.22,304.69,314.24,330.82,305.22,325.71,299.87,315.82,330.82,313.49,305.22,293.16,319.09,302.82,305.22,305.22,336.29,332.07,305.22,305.22,305.22,313.49,302.47,299.87,305.22,305.22,313.49,305.22,313.49,305.22,305.22,313.93,294.13,313.49,299.24,305.22,306.11,305.22,305.22,315.82,305.22,301.98,299.87,304.44,332.09,329.22,305.22,299.87,305.22,332.09,330.78,329.73,325.24,336.6,332.09,330.78,332.09,332.09,332.09,327.8,331.8,302.84,299.87,321.11,299.87,332.09,295.62,322.0,299.87
Enrollment gestational age (11-20),Enrollment gestational age,209.38,184.67,184.76,192.6,196.8,206.78,184.67,210.0,186.56,184.67,184.49,206.78,187.11,187.56,195.24,206.78,182.71,184.67,187.56,184.67,209.38,198.22,184.67,206.78,193.29,184.67,185.56,206.78,183.22,210.0,187.56,195.24,185.89,205.62,209.38,194.93,187.56,196.16,184.67,191.49,184.67,184.67,202.42,206.78,189.49,196.8,206.78,181.84,187.56,187.56,200.89,206.78,209.38,187.56,206.78,184.67,184.29,184.67,187.56,183.91,184.67,206.78,184.67,188.2,182.71,206.78,198.31,199.98,184.67,202.16,209.38,207.0,187.56,184.67,187.56,182.71,210.0,187.56,206.78,184.67,182.93,187.56,195.24,184.67,185.56,184.67,184.29,190.31,184.67,184.67,206.78,187.16,183.07,206.78,207.6,206.78,206.78,209.38,184.67,184.67,186.71,186.02,204.33,199.6,209.38,182.71,192.82,206.78,187.56,184.29,184.67,182.44,187.56,181.82,197.44,187.82,173.44,183.64,206.78,209.38,187.56,208.44,206.78,187.56,192.09,184.29,184.67,187.56,187.56,206.78,187.56,186.29,209.38,206.78,187.56,184.67,184.67,171.24,187.56,184.67,184.67,202.98,206.78,198.31,192.09,187.56,197.44,184.67,206.36,187.56,209.38,184.67,187.56,187.82,187.56,187.56,185.78,184.67,184.67,206.78,184.67,210.0,183.16,182.31,187.56,187.36,184.29,209.38,208.44,188.4,187.56,184.64,187.56,187.56,187.56,187.56,171.38,184.67,185.78,205.0,184.2,184.67,184.67,206.78,187.56,187.56,184.29,182.71,175.8,206.78,187.56,183.53,191.73,188.4,184.67,183.51,205.04,187.56,184.49,184.67,206.78,192.6,187.56,187.56,187.56,187.56,183.07,184.67,187.56,187.56,210.0,198.11,193.29,184.67,187.56,183.58,206.78,187.67,184.91,210.0,187.56,201.96,184.29,181.02,210.0,184.67,187.56,184.49,201.13,183.98,187.56,187.56,203.89,209.2,187.56,187.56,187.56,184.67,182.53,184.29,187.56,187.56,184.67,187.56,184.67,187.56,187.56,186.71,180.29,184.67,193.29,187.56,187.36,187.56,187.56,181.02,187.56,183.16,184.29,181.82,209.38,206.78,187.56,184.29,187.56,209.38,209.98,207.0,202.42,209.04,209.38,209.98,209.38,209.38,209.38,201.87,207.78,190.13,184.29,192.09,184.29,209.38,183.09,197.38,184.29
Enrollment gestational age (21-30),Enrollment gestational age,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enrollment gestational age (31-40),Enrollment gestational age,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enrollment delivery status (0-0),Enrollment delivery status,1005.38,938.73,921.09,933.6,966.87,993.36,938.73,1001.02,909.87,938.73,894.87,993.36,928.02,911.73,954.56,993.36,922.98,938.73,911.73,938.73,1005.38,973.47,938.73,993.36,926.89,938.73,935.96,993.36,904.98,1001.02,911.73,954.56,904.64,988.31,1005.38,955.69,911.73,957.93,938.73,924.09,938.73,938.73,979.47,993.36,940.76,966.87,993.36,900.22,911.73,911.73,981.78,993.36,1005.38,911.73,993.36,938.73,908.4,938.73,911.73,907.13,938.73,993.36,938.73,929.11,922.98,993.36,957.69,962.16,938.73,988.56,1005.38,990.47,911.73,938.73,911.73,922.98,1001.02,911.73,993.36,938.73,905.6,911.73,954.56,938.73,909.91,938.73,915.38,922.73,938.73,938.73,993.36,913.0,911.22,993.36,993.73,993.36,993.36,1005.38,938.73,938.73,932.07,941.11,981.6,981.6,1005.38,922.98,957.4,993.36,911.73,908.4,938.73,903.64,911.73,901.24,962.62,932.09,884.29,900.73,993.36,1005.38,911.73,993.33,993.36,911.73,951.93,908.4,938.73,911.73,911.73,993.36,911.73,934.13,1005.38,993.36,911.73,938.73,938.73,892.24,911.73,938.73,938.73,975.91,993.36,957.69,951.93,911.73,962.62,938.73,998.09,911.73,1005.38,938.73,911.73,914.53,911.73,911.73,904.18,938.73,938.73,993.36,938.73,1001.02,901.11,907.8,911.73,913.0,908.4,1005.38,995.62,917.16,911.73,908.93,911.73,911.73,911.73,911.73,893.82,938.73,929.33,980.4,932.47,938.73,938.73,993.36,911.73,911.73,908.4,922.98,887.69,993.36,911.73,902.07,909.02,917.16,938.73,904.62,1003.91,911.73,894.87,938.73,993.36,933.6,911.73,911.73,911.73,911.73,911.22,938.73,911.73,911.73,1001.02,957.4,926.89,938.73,911.73,911.82,993.36,901.51,932.8,1001.02,911.73,977.22,908.4,925.84,1001.02,938.73,911.73,894.87,973.71,904.93,911.73,911.73,1002.53,1006.16,911.73,911.73,911.73,938.73,900.91,908.4,911.73,911.73,938.73,911.73,938.73,911.73,911.73,932.07,892.16,938.73,926.89,911.73,913.0,911.73,911.73,925.84,911.73,901.11,908.4,901.24,1005.38,993.36,911.73,908.4,911.73,1005.38,1000.93,990.47,979.47,1004.42,1005.38,1000.93,1005.38,1005.38,1005.38,994.33,1001.2,930.84,908.4,951.93,908.4,1005.38,900.02,972.0,908.4
Enrollment delivery status (1-1),Enrollment delivery status,173.24,164.36,162.13,159.09,171.51,174.04,164.36,173.98,161.0,164.36,157.33,174.04,165.78,163.76,169.64,174.04,159.02,164.36,163.76,164.36,173.24,168.38,164.36,174.04,161.91,164.36,160.71,174.04,163.53,173.98,163.76,169.64,163.02,170.11,173.24,166.4,163.76,164.44,164.36,162.07,164.36,164.36,174.69,174.04,169.98,171.51,174.04,162.33,163.76,163.76,177.6,174.04,173.24,163.76,174.04,164.36,161.49,164.36,163.76,160.67,164.36,174.04,164.36,164.84,159.02,174.04,172.51,169.69,164.36,175.02,173.24,177.49,163.76,164.36,163.76,159.02,173.98,163.76,174.04,164.36,161.6,163.76,169.64,164.36,164.58,164.36,161.58,164.91,164.36,164.36,174.04,161.36,161.96,174.04,171.27,174.04,174.04,173.24,164.36,164.36,161.84,164.47,171.42,173.53,173.24,159.02,163.71,174.04,163.76,161.49,164.36,164.69,163.76,161.78,171.53,161.49,229.13,161.31,174.04,173.24,163.76,172.2,174.04,163.76,165.82,161.49,164.36,163.76,163.76,174.04,163.76,167.38,173.24,174.04,163.76,164.36,164.36,158.73,163.76,164.36,164.36,175.4,174.04,172.51,165.82,163.76,171.53,164.36,174.47,163.76,173.24,164.36,163.76,162.38,163.76,163.76,159.76,164.36,164.36,174.04,164.36,173.98,159.04,161.27,163.76,165.56,161.49,173.24,178.42,161.58,163.76,158.24,163.76,163.76,163.76,163.76,155.78,164.36,162.78,172.93,164.33,164.36,164.36,174.04,163.76,163.76,161.49,159.02,155.49,174.04,163.76,159.36,165.24,161.58,164.36,162.53,174.93,163.76,157.33,164.36,174.04,159.09,163.76,163.76,163.76,163.76,161.96,164.36,163.76,163.76,173.98,170.58,161.91,164.36,163.76,159.82,174.04,166.07,161.82,173.98,163.76,174.07,161.49,160.29,173.98,164.36,163.76,157.33,169.27,161.0,163.76,163.76,174.69,172.36,163.76,163.76,163.76,164.36,160.44,161.49,163.76,163.76,164.36,163.76,164.36,163.76,163.76,161.84,158.96,164.36,161.91,163.76,165.56,163.76,163.76,160.29,163.76,159.04,161.49,161.78,173.24,174.04,163.76,161.49,163.76,173.24,174.09,177.49,174.69,177.11,173.24,174.09,173.24,173.24,173.24,173.58,171.09,160.42,161.49,165.82,161.49,173.24,158.4,171.49,161.49
Gravidity (number of pregnancies) (0-0),Number of pregnancies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gravidity (number of pregnancies) (1-1),Number of pregnancies,621.27,594.71,578.18,568.93,595.31,612.62,594.71,618.62,564.0,594.71,550.33,612.62,587.2,565.18,591.22,612.62,595.2,594.71,565.18,594.71,621.27,604.62,594.71,612.62,565.42,594.71,589.33,612.62,559.87,618.62,565.18,591.22,559.62,608.22,621.27,603.29,565.18,596.02,594.71,571.98,594.71,594.71,604.67,612.62,584.69,595.31,612.62,567.18,565.18,565.18,625.8,612.62,621.27,565.18,612.62,594.71,563.64,594.71,565.18,564.53,594.71,612.62,594.71,585.93,595.2,612.62,591.67,593.6,594.71,627.2,621.27,625.6,565.18,594.71,565.18,595.2,618.62,565.18,612.62,594.71,566.33,565.18,591.22,594.71,562.13,594.71,569.11,585.29,594.71,594.71,612.62,566.6,566.89,612.62,604.02,612.62,612.62,621.27,594.71,594.71,593.36,594.58,600.47,612.56,621.27,595.2,597.27,612.62,565.18,563.64,594.71,567.42,565.18,566.78,594.73,584.36,599.09,560.44,612.62,621.27,565.18,604.02,612.62,565.18,586.22,563.64,594.71,565.18,565.18,612.62,565.18,588.51,621.27,612.62,565.18,594.71,594.71,576.71,565.18,594.71,594.71,611.42,612.62,591.67,586.22,565.18,594.73,594.71,619.6,565.18,621.27,594.71,565.18,558.24,565.18,565.18,556.53,594.71,594.71,612.62,594.71,618.62,565.64,559.56,565.18,565.58,563.64,621.27,622.09,565.93,565.18,564.82,565.18,565.18,565.18,565.18,573.18,594.71,582.44,600.36,587.87,594.71,594.71,612.62,565.18,565.18,563.64,595.2,544.78,612.62,565.18,561.82,562.22,565.93,594.71,561.49,623.62,565.18,550.33,594.71,612.62,568.93,565.18,565.18,565.18,565.18,566.89,594.71,565.18,565.18,618.62,576.18,565.42,594.71,565.18,561.73,612.62,557.69,590.31,618.62,565.18,595.56,563.64,596.64,618.62,594.71,565.18,550.33,590.31,557.98,565.18,565.18,621.82,620.58,565.18,565.18,565.18,594.71,555.98,563.64,565.18,565.18,594.71,565.18,594.71,565.18,565.18,593.36,539.93,594.71,565.42,565.18,565.58,565.18,565.18,596.64,565.18,565.64,563.64,566.78,621.27,612.62,565.18,563.64,565.18,621.27,618.16,625.6,604.67,626.93,621.27,618.16,621.27,621.27,621.27,616.89,617.73,567.36,563.64,586.22,563.64,621.27,547.0,595.78,563.64
Gravidity (number of pregnancies) (2-4),Number of pregnancies,537.24,490.16,486.64,501.07,519.87,534.76,490.16,536.11,487.82,490.16,484.04,534.76,487.47,491.73,512.13,534.76,468.29,490.16,491.73,490.16,537.24,517.8,490.16,534.76,502.53,490.16,488.24,534.76,488.69,536.11,491.73,512.13,488.36,529.6,537.24,497.13,491.73,505.4,490.16,492.64,490.16,490.16,527.84,534.76,504.87,519.87,534.76,476.51,491.73,491.73,512.58,534.76,537.24,491.73,534.76,490.16,487.58,490.16,491.73,483.98,490.16,534.76,490.16,488.73,468.29,534.76,518.36,518.02,490.16,514.78,537.24,521.42,491.73,490.16,491.73,468.29,536.11,491.73,534.76,490.16,481.58,491.73,512.13,490.16,491.33,490.16,488.64,483.47,490.16,490.16,534.76,488.87,486.76,534.76,540.27,534.76,534.76,537.24,490.16,490.16,482.98,492.11,531.82,522.44,537.24,468.29,503.13,534.76,491.73,487.58,490.16,482.47,491.73,476.62,518.82,490.67,493.69,482.73,534.76,537.24,491.73,540.84,534.76,491.73,511.4,487.58,490.16,491.73,491.73,534.76,491.73,493.8,537.24,534.76,491.73,490.16,490.16,455.8,491.73,490.16,490.16,517.71,534.76,518.36,511.4,491.73,518.82,490.16,532.07,491.73,537.24,490.16,491.73,497.49,491.73,491.73,488.22,490.16,490.16,534.76,490.16,536.11,475.78,490.78,491.73,494.11,487.58,537.24,530.16,490.71,491.73,482.84,491.73,491.73,491.73,491.73,457.11,490.16,490.82,531.58,490.2,490.16,490.16,534.76,491.73,491.73,487.58,468.29,479.51,534.76,491.73,479.82,490.44,490.71,490.16,487.33,534.09,491.73,484.04,490.16,534.76,501.07,491.73,491.73,491.73,491.73,486.76,490.16,491.73,491.73,536.11,528.44,502.53,490.16,491.73,490.36,534.76,492.04,485.31,536.11,491.73,534.82,487.58,471.44,536.11,490.16,491.73,484.04,529.96,488.64,491.73,491.73,533.8,537.44,491.73,491.73,491.73,490.16,485.02,487.58,491.73,491.73,490.16,491.73,490.16,491.73,491.73,482.98,493.24,490.16,502.53,491.73,494.11,491.73,491.73,471.44,491.73,475.78,487.58,476.62,537.24,534.76,491.73,487.58,491.73,537.24,536.6,521.42,527.84,533.0,537.24,536.6,537.24,537.24,537.24,528.87,533.87,501.38,487.58,511.4,487.58,537.24,491.53,524.49,487.58
